customer_id,segment,value_cluster,mix_cluster
9951,Engaged Generalist,2,3
9952,Routine Generalist,0,3
9953,Routine Young Parents,0,0
9954,Routine Generalist,0,3
9955,Promo Hunter,1,0
9957,Engaged Generalist,2,3
9958,Engaged Generalist,2,3
9960,Routine Young Parents,0,0
9962,Routine Generalist,0,3
9963,Routine Generalist,0,3
9965,Promo Hunter,1,3
9966,Promo Hunter,1,3
9969,Engaged Generalist,2,3
9971,Routine Generalist,0,3
9974,Promo Hunter,1,3
9975,Routine Tech,0,2
9976,Engaged Generalist,2,3
9977,Engaged Generalist,2,3
9978,Engaged Generalist,2,3
9979,Promo Hunter,1,0
9980,Promo Hunter,1,3
9982,Routine Generalist,0,3
9983,Promo Hunter,1,1
9985,Routine Tech,0,2
9986,Routine Young Parents,0,0
9987,Routine Generalist,0,3
9988,Engaged Generalist,2,3
9989,Engaged Generalist,2,3
9990,Promo Hunter,1,3
9991,Routine Generalist,0,3
9992,Routine Young Parents,0,0
9994,Routine Young Parents,0,0
9995,Engaged Generalist,2,3
9996,Routine Young Parents,0,0
9997,Engaged Generalist,2,3
9998,Engaged Generalist,2,3
10000,Promo Hunter,1,3
10001,Routine Tech,0,2
10002,Routine Young Parents,0,0
10004,Routine Family Provisioner,0,1
10006,Engaged Generalist,2,3
10008,Promo Hunter,1,3
10009,Routine Generalist,0,3
10010,Promo Hunter,1,3
10011,Routine Tech,0,2
10012,Routine Generalist,0,3
10013,Engaged Generalist,2,3
10014,Routine Generalist,0,3
10015,Routine Generalist,0,3
10016,Promo Hunter,1,3
10017,Routine Generalist,0,3
10019,Engaged Generalist,2,3
10020,Routine Generalist,0,3
10021,Engaged Generalist,2,3
10022,Engaged Generalist,2,3
10023,Engaged Generalist,2,3
10024,Routine Generalist,0,3
10025,Routine Young Parents,0,0
10026,Routine Young Parents,0,0
10027,Engaged Generalist,2,3
10028,Routine Generalist,0,3
10029,Routine Generalist,0,3
10030,Promo Hunter,1,1
10031,Engaged Generalist,2,3
10032,Engaged Generalist,2,3
10035,Promo Hunter,1,3
10036,Engaged Generalist,2,3
10038,Routine Generalist,0,3
10039,Routine Generalist,0,3
10040,Routine Family Provisioner,0,1
10042,Routine Generalist,0,3
10044,Engaged Generalist,2,3
10045,Routine Tech,0,2
10046,Routine Tech,0,2
10047,Routine Young Parents,0,0
10048,Routine Generalist,0,3
10050,Routine Young Parents,0,0
10051,Promo Hunter,1,3
10052,Routine Generalist,0,3
10053,Routine Young Parents,0,0
10054,Routine Young Parents,0,0
10055,Routine Young Parents,0,0
10056,Engaged Generalist,2,3
10057,Routine Generalist,0,3
10058,Promo Hunter,1,3
10059,Promo Hunter,1,3
10060,Routine Tech,0,2
10062,Engaged Generalist,2,3
10063,Engaged Generalist,2,3
10064,Promo Hunter,1,3
10065,Routine Generalist,0,3
10066,Routine Tech,0,2
10068,Promo Hunter,1,3
10070,Routine Generalist,0,3
10072,Routine Young Parents,0,0
10073,Routine Generalist,0,3
10074,Routine Generalist,0,3
10075,Routine Generalist,0,3
10076,Routine Tech,0,2
10077,Routine Young Parents,0,0
10078,Routine Family Provisioner,0,1
10079,Routine Young Parents,0,0
10080,Engaged Generalist,2,3
10081,Engaged Generalist,2,3
10082,Routine Tech,0,2
10083,Routine Young Parents,0,0
10085,Engaged Generalist,2,3
10086,Engaged Generalist,2,3
10087,Routine Generalist,0,3
10088,Engaged Generalist,2,3
10090,Routine Generalist,0,3
10091,Routine Young Parents,0,0
10093,Engaged Generalist,2,3
10094,Routine Generalist,0,3
10095,Routine Generalist,0,3
10097,Engaged Generalist,2,3
10098,Routine Generalist,0,3
10099,Routine Generalist,0,3
10100,Engaged Generalist,2,3
10101,Engaged Generalist,2,3
10102,Routine Tech,0,2
10103,Routine Young Parents,0,0
10105,Engaged Generalist,2,3
10106,Promo Hunter,1,3
10107,Routine Young Parents,0,0
10110,Promo Hunter,1,3
10111,Routine Generalist,0,3
10112,Routine Young Parents,0,0
10113,Engaged Generalist,2,3
10114,Routine Family Provisioner,0,1
10115,Routine Tech,0,2
10116,Promo Hunter,1,1
10120,Engaged Generalist,2,3
10121,Routine Young Parents,0,0
10122,Promo Hunter,1,3
10123,Routine Generalist,0,3
10124,Routine Young Parents,0,0
10125,Engaged Generalist,2,3
10126,Promo Hunter,1,1
10127,Promo Hunter,1,3
10128,Engaged Generalist,2,3
10130,Routine Tech,0,2
10133,Promo Hunter,1,3
10134,Routine Generalist,0,3
10135,Routine Young Parents,0,0
10136,Routine Generalist,0,3
10137,Routine Tech,0,2
10139,Promo Hunter,1,3
10140,Routine Young Parents,0,0
10141,Routine Tech,0,2
10142,Routine Generalist,0,3
10144,Promo Hunter,1,3
10145,Engaged Generalist,2,3
10147,Promo Hunter,1,3
10148,Promo Hunter,1,3
10150,Routine Young Parents,0,0
10151,Routine Young Parents,0,0
10152,Engaged Generalist,2,3
10153,Routine Generalist,0,3
10154,Engaged Generalist,2,3
10155,Routine Generalist,0,3
10156,Routine Tech,0,2
10157,Engaged Generalist,2,3
10158,Engaged Generalist,2,3
10159,Routine Generalist,0,3
10160,Routine Tech,0,2
10161,Routine Young Parents,0,0
10162,Routine Tech,0,2
10163,Engaged Family Provisioner,2,1
10164,Promo Hunter,1,3
10165,Routine Generalist,0,3
10166,Routine Tech,0,2
10167,Promo Hunter,1,3
10168,Routine Generalist,0,3
10169,Engaged Generalist,2,3
10170,Promo Hunter,1,3
10171,Routine Young Parents,0,0
10173,Routine Young Parents,0,0
10178,Promo Hunter,1,2
10179,Engaged Generalist,2,3
10180,Routine Tech,0,2
10181,Routine Young Parents,0,0
10183,Routine Tech,0,2
10184,Engaged Generalist,2,3
10185,Promo Hunter,1,1
10186,Routine Generalist,0,3
10187,Routine Young Parents,0,0
10188,Routine Generalist,0,3
10189,Engaged Generalist,2,3
10191,Promo Hunter,1,3
10192,Routine Generalist,0,3
10194,Routine Generalist,0,3
10195,Routine Generalist,0,3
10196,Engaged Generalist,2,3
10197,Routine Generalist,0,3
10199,Routine Young Parents,0,0
10200,Routine Young Parents,0,0
10201,Promo Hunter,1,3
10202,Routine Young Parents,0,0
10204,Engaged Generalist,2,3
10205,Routine Generalist,0,3
10206,Engaged Generalist,2,3
10207,Routine Tech,0,2
10208,Engaged Generalist,2,3
10209,Routine Young Parents,0,0
10212,Engaged Generalist,2,3
10213,Routine Family Provisioner,0,1
10214,Promo Hunter,1,0
10215,Promo Hunter,1,3
10216,Promo Hunter,1,1
10217,Routine Generalist,0,3
10218,Promo Hunter,1,3
10219,Engaged Generalist,2,3
10220,Routine Generalist,0,3
10221,Routine Young Parents,0,0
10222,Routine Young Parents,0,0
10223,Routine Generalist,0,3
10224,Routine Generalist,0,3
10226,Engaged Generalist,2,3
10227,Engaged Generalist,2,3
10228,Routine Generalist,0,3
10229,Routine Family Provisioner,0,1
10231,Routine Young Parents,0,0
10232,Routine Young Parents,0,0
10233,Promo Hunter,1,3
10234,Promo Hunter,1,1
10235,Routine Tech,0,2
10236,Routine Young Parents,0,0
10237,Routine Generalist,0,3
10239,Promo Hunter,1,3
10240,Routine Tech,0,2
10242,Engaged Generalist,2,3
10243,Engaged Generalist,2,3
10246,Promo Hunter,1,0
10249,Routine Generalist,0,3
10250,Engaged Generalist,2,3
10251,Routine Generalist,0,3
10253,Promo Hunter,1,3
10254,Promo Hunter,1,3
10255,Routine Generalist,0,3
10256,Routine Young Parents,0,0
10257,Promo Hunter,1,3
10258,Routine Generalist,0,3
10260,Engaged Generalist,2,3
10261,Engaged Generalist,2,3
10262,Routine Tech,0,2
10263,Engaged Generalist,2,3
10264,Promo Hunter,1,0
10265,Routine Generalist,0,3
10266,Routine Young Parents,0,0
10267,Promo Hunter,1,3
10268,Routine Young Parents,0,0
10269,Promo Hunter,1,3
10270,Routine Generalist,0,3
10271,Routine Generalist,0,3
10273,Routine Generalist,0,3
10274,Routine Young Parents,0,0
10275,Routine Generalist,0,3
10276,Routine Generalist,0,3
10277,Routine Generalist,0,3
10278,Routine Family Provisioner,0,1
10279,Routine Young Parents,0,0
10280,Routine Generalist,0,3
10281,Routine Generalist,0,3
10283,Routine Generalist,0,3
10284,Promo Hunter,1,3
10285,Routine Generalist,0,3
10286,Routine Generalist,0,3
10287,Engaged Generalist,2,3
10288,Routine Young Parents,0,0
10289,Routine Generalist,0,3
10290,Routine Generalist,0,3
10291,Routine Young Parents,0,0
10292,Routine Generalist,0,3
10293,Routine Tech,0,2
10294,Promo Hunter,1,3
10295,Engaged Family Provisioner,2,1
10296,Engaged Generalist,2,3
10297,Promo Hunter,1,3
10300,Routine Tech,0,2
10301,Promo Hunter,1,3
10302,Routine Generalist,0,3
10303,Routine Young Parents,0,0
10304,Routine Tech,0,2
10305,Routine Young Parents,0,0
10306,Routine Generalist,0,3
10307,Engaged Generalist,2,3
10308,Promo Hunter,1,1
10309,Engaged Generalist,2,3
10310,Routine Generalist,0,3
10311,Routine Young Parents,0,0
10312,Routine Generalist,0,3
10314,Engaged Generalist,2,3
10315,Routine Young Parents,0,0
10316,Routine Tech,0,2
10317,Engaged Generalist,2,3
10318,Routine Tech,0,2
10319,Engaged Family Provisioner,2,1
10320,Engaged Generalist,2,3
10321,Engaged Generalist,2,3
10322,Routine Family Provisioner,0,1
10323,Engaged Generalist,2,3
10324,Promo Hunter,1,1
10325,Engaged Generalist,2,3
10326,Engaged Generalist,2,3
10327,Promo Hunter,1,1
10328,Engaged Generalist,2,3
10329,Engaged Generalist,2,3
10330,Routine Young Parents,0,0
10331,Engaged Generalist,2,3
10332,Routine Generalist,0,3
10333,Routine Generalist,0,3
10334,Routine Generalist,0,3
10335,Engaged Generalist,2,3
10336,Engaged Generalist,2,3
10337,Promo Hunter,1,3
10339,Routine Generalist,0,3
10340,Routine Generalist,0,3
10341,Promo Hunter,1,3
10342,Routine Tech,0,2
10343,Routine Young Parents,0,0
10344,Routine Generalist,0,3
10345,Promo Hunter,1,3
10346,Engaged Generalist,2,3
10347,Engaged Generalist,2,3
10348,Routine Tech,0,2
10351,Routine Generalist,0,3
10353,Promo Hunter,1,1
10354,Routine Generalist,0,3
10355,Promo Hunter,1,3
10357,Routine Generalist,0,3
10358,Engaged Generalist,2,3
10360,Routine Generalist,0,3
10361,Engaged Generalist,2,3
10362,Engaged Generalist,2,3
10364,Routine Tech,0,2
10366,Promo Hunter,1,1
10367,Routine Generalist,0,3
10368,Promo Hunter,1,3
10369,Promo Hunter,1,3
10370,Promo Hunter,1,3
10371,Routine Generalist,0,3
10372,Engaged Generalist,2,3
10373,Promo Hunter,1,3
10374,Routine Family Provisioner,0,1
10377,Promo Hunter,1,3
10379,Routine Generalist,0,3
10382,Routine Generalist,0,3
10384,Routine Generalist,0,3
10386,Routine Young Parents,0,0
10387,Promo Hunter,1,1
10388,Routine Generalist,0,3
10389,Engaged Generalist,2,3
10390,Routine Young Parents,0,0
10391,Promo Hunter,1,1
10392,Routine Generalist,0,3
10393,Engaged Family Provisioner,2,1
10394,Routine Young Parents,0,0
10395,Promo Hunter,1,3
10396,Routine Generalist,0,3
10397,Routine Tech,0,2
10398,Routine Young Parents,0,0
10399,Engaged Generalist,2,3
10400,Engaged Family Provisioner,2,1
10401,Engaged Generalist,2,3
10402,Routine Tech,0,2
10403,Promo Hunter,1,3
10404,Promo Hunter,1,3
10405,Promo Hunter,1,3
10406,Engaged Generalist,2,3
10407,Routine Generalist,0,3
10408,Promo Hunter,1,3
10409,Engaged Generalist,2,3
10410,Promo Hunter,1,3
10411,Promo Hunter,1,3
10412,Routine Generalist,0,3
10413,Routine Young Parents,0,0
10414,Promo Hunter,1,3
10415,Routine Tech,0,2
10416,Engaged Generalist,2,3
10417,Routine Generalist,0,3
10418,Routine Young Parents,0,0
10419,Routine Young Parents,0,0
10420,Routine Generalist,0,3
10421,Routine Family Provisioner,0,1
10424,Engaged Generalist,2,3
10425,Routine Tech,0,2
10426,Engaged Generalist,2,3
10428,Engaged Generalist,2,3
10429,Routine Generalist,0,3
10430,Engaged Family Provisioner,2,1
10431,Routine Young Parents,0,0
10433,Routine Generalist,0,3
10434,Promo Hunter,1,3
10435,Promo Hunter,1,3
10436,Promo Hunter,1,3
10437,Routine Young Parents,0,0
10438,Routine Generalist,0,3
10439,Routine Family Provisioner,0,1
10440,Engaged Generalist,2,3
10443,Engaged Family Provisioner,2,1
10444,Routine Generalist,0,3
10445,Promo Hunter,1,1
10446,Routine Generalist,0,3
10447,Promo Hunter,1,3
10448,Routine Generalist,0,3
10449,Engaged Generalist,2,3
10453,Engaged Generalist,2,3
10454,Engaged Generalist,2,3
10455,Routine Generalist,0,3
10456,Routine Generalist,0,3
10457,Promo Hunter,1,3
10459,Promo Hunter,1,2
10460,Engaged Generalist,2,3
10461,Promo Hunter,1,3
10462,Routine Tech,0,2
10463,Routine Young Parents,0,0
10464,Routine Generalist,0,3
10465,Engaged Generalist,2,3
10466,Routine Family Provisioner,0,1
10467,Promo Hunter,1,3
10469,Routine Family Provisioner,0,1
10470,Promo Hunter,1,3
10471,Engaged Generalist,2,3
10472,Engaged Generalist,2,3
10473,Routine Family Provisioner,0,1
10474,Engaged Generalist,2,3
10476,Routine Tech,0,2
10477,Engaged Family Provisioner,2,1
10478,Engaged Generalist,2,3
10479,Routine Generalist,0,3
10480,Routine Generalist,0,3
10481,Promo Hunter,1,3
10483,Routine Young Parents,0,0
10484,Engaged Generalist,2,3
10485,Routine Generalist,0,3
10486,Promo Hunter,1,3
10488,Engaged Generalist,2,3
10489,Engaged Generalist,2,3
10490,Routine Young Parents,0,0
10491,Routine Tech,0,2
10492,Routine Generalist,0,3
10493,Routine Tech,0,2
10494,Engaged Generalist,2,3
10497,Engaged Generalist,2,3
10498,Routine Young Parents,0,0
10499,Routine Tech,0,2
10500,Promo Hunter,1,3
10501,Routine Family Provisioner,0,1
10502,Engaged Generalist,2,3
10503,Routine Tech,0,2
10504,Engaged Family Provisioner,2,1
10506,Engaged Generalist,2,3
10507,Routine Tech,0,2
10508,Promo Hunter,1,3
10511,Promo Hunter,1,1
10512,Engaged Generalist,2,3
10513,Promo Hunter,1,3
10515,Engaged Generalist,2,3
10518,Engaged Generalist,2,3
10519,Promo Hunter,1,1
10520,Promo Hunter,1,3
10521,Engaged Generalist,2,3
10522,Engaged Generalist,2,3
10524,Routine Young Parents,0,0
10525,Routine Generalist,0,3
10526,Promo Hunter,1,3
10527,Routine Generalist,0,3
10528,Engaged Generalist,2,3
10529,Engaged Generalist,2,3
10530,Routine Generalist,0,3
10533,Routine Young Parents,0,0
10534,Routine Young Parents,0,0
10536,Routine Generalist,0,3
10537,Promo Hunter,1,0
10538,Routine Generalist,0,3
10540,Routine Generalist,0,3
10541,Routine Generalist,0,3
10542,Engaged Generalist,2,3
10544,Promo Hunter,1,1
10545,Routine Generalist,0,3
10546,Routine Generalist,0,3
10547,Promo Hunter,1,3
10548,Routine Young Parents,0,0
10549,Promo Hunter,1,3
10550,Routine Young Parents,0,0
10551,Routine Young Parents,0,0
10552,Promo Hunter,1,3
10553,Routine Generalist,0,3
10554,Routine Young Parents,0,0
10555,Routine Tech,0,2
10556,Routine Generalist,0,3
10557,Routine Tech,0,2
10559,Engaged Generalist,2,3
10562,Engaged Generalist,2,3
10563,Routine Tech,0,2
10564,Promo Hunter,1,3
10565,Routine Generalist,0,3
10567,Routine Generalist,0,3
10568,Routine Young Parents,0,0
10569,Engaged Generalist,2,3
10570,Engaged Generalist,2,3
10571,Routine Generalist,0,3
10572,Routine Tech,0,2
10573,Promo Hunter,1,1
10574,Routine Young Parents,0,0
10575,Promo Hunter,1,0
10576,Engaged Generalist,2,3
10577,Promo Hunter,1,1
10578,Promo Hunter,1,3
10579,Routine Generalist,0,3
10580,Engaged Generalist,2,3
10582,Promo Hunter,1,3
10584,Engaged Generalist,2,3
10585,Promo Hunter,1,3
10586,Promo Hunter,1,3
10587,Routine Tech,0,2
10589,Engaged Generalist,2,3
10590,Promo Hunter,1,3
10591,Routine Young Parents,0,0
10592,Routine Young Parents,0,0
10593,Engaged Generalist,2,3
10594,Engaged Generalist,2,3
10596,Promo Hunter,1,1
10597,Routine Generalist,0,3
10598,Promo Hunter,1,3
10601,Routine Tech,0,2
10603,Promo Hunter,1,1
10604,Promo Hunter,1,3
10606,Routine Generalist,0,3
10607,Routine Generalist,0,3
10609,Routine Generalist,0,3
10610,Routine Generalist,0,3
10611,Promo Hunter,1,3
10612,Promo Hunter,1,1
10613,Routine Generalist,0,3
10614,Routine Young Parents,0,0
10616,Routine Young Parents,0,0
10618,Routine Generalist,0,3
10619,Routine Generalist,0,3
10620,Routine Young Parents,0,0
10621,Routine Young Parents,0,0
10622,Promo Hunter,1,3
10625,Routine Generalist,0,3
10628,Engaged Generalist,2,3
10629,Routine Generalist,0,3
10630,Engaged Generalist,2,3
10631,Routine Generalist,0,3
10632,Routine Generalist,0,3
10633,Routine Family Provisioner,0,1
10634,Promo Hunter,1,1
10635,Routine Tech,0,2
10638,Promo Hunter,1,3
10639,Routine Young Parents,0,0
10641,Routine Young Parents,0,0
10642,Promo Hunter,1,3
10643,Promo Hunter,1,3
10644,Promo Hunter,1,3
10645,Routine Generalist,0,3
10647,Routine Generalist,0,3
10648,Promo Hunter,1,3
10649,Promo Hunter,1,3
10650,Routine Young Parents,0,0
10651,Routine Generalist,0,3
10652,Engaged Generalist,2,3
10653,Routine Generalist,0,3
10654,Promo Hunter,1,1
10655,Routine Young Parents,0,0
10656,Promo Hunter,1,3
10657,Routine Generalist,0,3
10659,Promo Hunter,1,3
10662,Routine Family Provisioner,0,1
10663,Routine Generalist,0,3
10664,Promo Hunter,1,3
10665,Routine Generalist,0,3
10667,Engaged Generalist,2,3
10668,Engaged Generalist,2,3
10669,Routine Tech,0,2
10670,Engaged Generalist,2,3
10671,Routine Tech,0,2
10672,Routine Generalist,0,3
10673,Routine Generalist,0,3
10674,Promo Hunter,1,1
10675,Routine Generalist,0,3
10676,Promo Hunter,1,3
10677,Promo Hunter,1,3
10678,Routine Young Parents,0,0
10680,Promo Hunter,1,1
10681,Promo Hunter,1,3
10682,Routine Tech,0,2
10683,Routine Generalist,0,3
10685,Promo Hunter,1,3
10686,Routine Tech,0,2
10687,Engaged Generalist,2,3
10690,Promo Hunter,1,1
10691,Routine Generalist,0,3
10693,Promo Hunter,1,3
10694,Promo Hunter,1,1
10695,Engaged Generalist,2,2
10696,Engaged Generalist,2,3
10697,Routine Generalist,0,3
10698,Engaged Generalist,2,3
10699,Promo Hunter,1,3
10700,Routine Tech,0,2
10701,Routine Young Parents,0,0
10702,Engaged Generalist,2,3
10703,Promo Hunter,1,3
10704,Routine Generalist,0,3
10706,Engaged Generalist,2,3
10707,Routine Generalist,0,3
10708,Routine Tech,0,2
10709,Routine Tech,0,2
10711,Engaged Generalist,2,3
10712,Engaged Generalist,2,3
10713,Promo Hunter,1,3
10714,Routine Tech,0,2
10715,Routine Young Parents,0,0
10716,Routine Young Parents,0,0
10717,Routine Generalist,0,3
10718,Engaged Family Provisioner,2,1
10719,Engaged Generalist,2,3
10720,Promo Hunter,1,3
10721,Routine Generalist,0,3
10722,Engaged Generalist,2,3
10724,Engaged Generalist,2,3
10725,Engaged Generalist,2,3
10726,Routine Young Parents,0,0
10728,Routine Family Provisioner,0,1
10729,Routine Tech,0,2
10730,Engaged Generalist,2,3
10731,Promo Hunter,1,3
10732,Engaged Generalist,2,3
10733,Engaged Family Provisioner,2,1
10734,Routine Young Parents,0,0
10735,Routine Young Parents,0,0
10736,Engaged Generalist,2,3
10737,Routine Generalist,0,3
10738,Routine Generalist,0,3
10739,Engaged Generalist,2,3
10740,Engaged Generalist,2,3
10741,Promo Hunter,1,3
10742,Routine Generalist,0,3
10743,Engaged Family Provisioner,2,1
10744,Routine Young Parents,0,0
10746,Promo Hunter,1,1
10747,Promo Hunter,1,3
10748,Promo Hunter,1,3
10749,Routine Generalist,0,3
10750,Engaged Generalist,2,3
10751,Routine Family Provisioner,0,1
10752,Engaged Generalist,2,3
10754,Engaged Generalist,2,3
10755,Engaged Generalist,2,3
10756,Routine Tech,0,2
10757,Routine Generalist,0,3
10758,Engaged Generalist,2,3
10761,Engaged Generalist,2,3
10762,Promo Hunter,1,3
10763,Engaged Generalist,2,3
10764,Promo Hunter,1,3
10765,Engaged Generalist,2,3
10766,Routine Generalist,0,3
10768,Routine Generalist,0,3
10769,Routine Young Parents,0,0
10770,Engaged Generalist,2,3
10771,Routine Generalist,0,3
10772,Routine Family Provisioner,0,1
10773,Routine Young Parents,0,0
10774,Routine Tech,0,2
10776,Promo Hunter,1,3
10777,Engaged Generalist,2,3
10778,Promo Hunter,1,3
10779,Engaged Generalist,2,3
10781,Routine Generalist,0,3
10782,Routine Generalist,0,3
10784,Engaged Generalist,2,3
10785,Routine Tech,0,2
10786,Engaged Generalist,2,3
10787,Promo Hunter,1,1
10788,Routine Young Parents,0,0
10790,Engaged Generalist,2,3
10791,Engaged Generalist,2,3
10792,Routine Tech,0,2
10793,Promo Hunter,1,3
10794,Routine Tech,0,2
10795,Engaged Generalist,2,3
10796,Promo Hunter,1,3
10798,Routine Generalist,0,3
10799,Engaged Generalist,2,3
10800,Routine Family Provisioner,0,1
10802,Routine Generalist,0,3
10803,Routine Generalist,0,3
10804,Engaged Generalist,2,3
10805,Promo Hunter,1,3
10806,Promo Hunter,1,3
10807,Engaged Generalist,2,3
10808,Promo Hunter,1,1
10809,Routine Generalist,0,3
10810,Promo Hunter,1,1
10811,Engaged Generalist,2,3
10812,Routine Young Parents,0,0
10813,Promo Hunter,1,3
10814,Routine Tech,0,2
10815,Routine Young Parents,0,0
10816,Promo Hunter,1,0
10817,Engaged Generalist,2,3
10819,Routine Generalist,0,3
10821,Routine Young Parents,0,0
10822,Engaged Generalist,2,3
10823,Engaged Generalist,2,3
10825,Engaged Generalist,2,3
10826,Routine Young Parents,0,0
10827,Engaged Generalist,2,3
10828,Engaged Family Provisioner,2,1
10829,Engaged Generalist,2,3
10830,Routine Young Parents,0,0
10831,Promo Hunter,1,3
10832,Routine Young Parents,0,0
10834,Routine Young Parents,0,0
10835,Routine Generalist,0,3
10837,Promo Hunter,1,3
10838,Promo Hunter,1,1
10839,Engaged Generalist,2,3
10840,Engaged Generalist,2,3
10841,Routine Tech,0,2
10842,Promo Hunter,1,3
10843,Routine Young Parents,0,0
10844,Routine Generalist,0,3
10845,Routine Generalist,0,3
10846,Engaged Generalist,2,3
10847,Routine Generalist,0,3
10848,Engaged Generalist,2,3
10849,Routine Young Parents,0,0
10850,Routine Generalist,0,3
10851,Engaged Generalist,2,3
10852,Routine Generalist,0,3
10853,Routine Tech,0,2
10854,Engaged Generalist,2,3
10857,Engaged Generalist,2,3
10858,Promo Hunter,1,3
10860,Engaged Generalist,2,3
10861,Engaged Generalist,2,3
10863,Engaged Generalist,2,3
10864,Engaged Generalist,2,3
10867,Engaged Generalist,2,3
10868,Promo Hunter,1,3
10871,Routine Family Provisioner,0,1
10872,Promo Hunter,1,3
10873,Routine Generalist,0,3
10874,Routine Young Parents,0,0
10875,Routine Tech,0,2
10876,Engaged Family Provisioner,2,1
10877,Engaged Generalist,2,3
10879,Engaged Generalist,2,3
10881,Engaged Generalist,2,3
10882,Engaged Family Provisioner,2,1
10883,Promo Hunter,1,3
10884,Routine Tech,0,2
10885,Routine Tech,0,2
10886,Routine Young Parents,0,0
10887,Engaged Generalist,2,3
10888,Engaged Family Provisioner,2,1
10889,Routine Generalist,0,3
10890,Routine Tech,0,2
10891,Routine Generalist,0,3
10892,Routine Young Parents,0,0
10893,Promo Hunter,1,3
10894,Promo Hunter,1,3
10895,Routine Generalist,0,3
10896,Engaged Generalist,2,3
10897,Routine Generalist,0,3
10898,Promo Hunter,1,1
10899,Routine Tech,0,2
10900,Promo Hunter,1,3
10901,Engaged Generalist,2,3
10902,Promo Hunter,1,1
10903,Promo Hunter,1,3
10904,Promo Hunter,1,3
10905,Routine Generalist,0,3
10906,Promo Hunter,1,3
10907,Engaged Generalist,2,3
10908,Routine Generalist,0,3
10910,Routine Young Parents,0,0
10912,Routine Generalist,0,3
10913,Routine Generalist,0,3
10914,Routine Tech,0,2
10915,Engaged Generalist,2,3
10916,Routine Generalist,0,3
10917,Routine Tech,0,2
10918,Routine Tech,0,2
10920,Engaged Generalist,2,3
10921,Promo Hunter,1,3
10922,Routine Young Parents,0,0
10925,Promo Hunter,1,3
10927,Routine Generalist,0,3
10928,Engaged Generalist,2,3
10929,Routine Generalist,0,3
10931,Routine Generalist,0,3
10932,Promo Hunter,1,3
10933,Routine Generalist,0,3
10934,Routine Young Parents,0,0
10935,Routine Tech,0,2
10937,Promo Hunter,1,1
10939,Engaged Generalist,2,3
10941,Promo Hunter,1,3
10942,Routine Young Parents,0,0
10943,Routine Young Parents,0,0
10944,Engaged Generalist,2,3
10945,Engaged Generalist,2,3
10946,Routine Generalist,0,3
10947,Routine Tech,0,2
10948,Routine Young Parents,0,0
10949,Routine Young Parents,0,0
10950,Routine Generalist,0,3
10951,Promo Hunter,1,3
10952,Engaged Generalist,2,3
10953,Routine Generalist,0,3
10954,Engaged Generalist,2,3
10955,Routine Generalist,0,3
10956,Routine Young Parents,0,0
10957,Routine Tech,0,2
10958,Engaged Family Provisioner,2,1
10959,Routine Generalist,0,3
10960,Promo Hunter,1,1
10961,Engaged Generalist,2,3
10962,Routine Generalist,0,3
10963,Routine Generalist,0,3
10964,Routine Generalist,0,3
10965,Engaged Family Provisioner,2,1
10966,Promo Hunter,1,3
10967,Routine Family Provisioner,0,1
10968,Engaged Family Provisioner,2,1
10970,Promo Hunter,1,3
10971,Routine Generalist,0,3
10972,Promo Hunter,1,3
10973,Routine Tech,0,2
10974,Promo Hunter,1,3
10975,Routine Generalist,0,3
10976,Routine Tech,0,2
10977,Routine Tech,0,2
10979,Routine Generalist,0,3
10980,Routine Family Provisioner,0,1
10981,Engaged Generalist,2,3
10982,Routine Tech,0,2
10984,Routine Generalist,0,3
10985,Engaged Generalist,2,3
10986,Engaged Generalist,2,3
10987,Routine Tech,0,2
10988,Engaged Generalist,2,3
10989,Routine Tech,0,2
10990,Engaged Generalist,2,3
10991,Routine Tech,0,2
10992,Engaged Generalist,2,3
10994,Engaged Generalist,2,3
10995,Routine Generalist,0,3
10997,Routine Young Parents,0,0
10998,Routine Young Parents,0,0
10999,Routine Tech,0,2
11001,Routine Tech,0,2
11002,Routine Family Provisioner,0,1
11003,Engaged Generalist,2,3
11004,Routine Young Parents,0,0
11005,Promo Hunter,1,1
11006,Promo Hunter,1,3
11007,Routine Generalist,0,3
11008,Routine Generalist,0,3
11009,Engaged Generalist,2,3
11010,Promo Hunter,1,3
11011,Promo Hunter,1,3
11012,Routine Family Provisioner,0,1
11014,Promo Hunter,1,3
11016,Routine Generalist,0,3
11017,Routine Generalist,0,3
11018,Routine Generalist,0,3
11019,Routine Tech,0,2
11021,Promo Hunter,1,3
11022,Routine Young Parents,0,0
11023,Routine Generalist,0,3
11024,Engaged Family Provisioner,2,1
11025,Engaged Generalist,2,3
11026,Routine Young Parents,0,0
11027,Routine Young Parents,0,0
11028,Engaged Generalist,2,3
11029,Promo Hunter,1,1
11030,Engaged Generalist,2,2
11031,Routine Young Parents,0,0
11032,Engaged Generalist,2,3
11033,Engaged Generalist,2,3
11035,Engaged Generalist,2,3
11036,Engaged Generalist,2,3
11037,Engaged Generalist,2,3
11038,Promo Hunter,1,1
11039,Engaged Generalist,2,3
11040,Routine Generalist,0,3
11042,Promo Hunter,1,3
11043,Engaged Family Provisioner,2,1
11044,Engaged Generalist,2,3
11045,Engaged Generalist,2,3
11046,Promo Hunter,1,3
11047,Promo Hunter,1,3
11048,Routine Tech,0,2
11049,Routine Tech,0,2
11050,Promo Hunter,1,3
